checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted,label,foreign_worker_binary,checking_status_ordinal,savings_status_ordinal,employment_ordinal,installment_commitment_ordinal
<0DM,15.0,Existing_loans_paid_till_now,new_car,3959.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,29.0,none,own,z1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,3.0
None,9.0,Existing_loans_paid_till_now,new_car,3577.0,100_to_500DM,1_to_4yrs,1.0,male_single,guarantor,2.0,real_estate,26.0,none,rent,x1,skilled_employee/official,2.0,No,no,2.0,0.0,0.0,-1.0,1.0,1.0,1.0
None,24.0,Critical_acct_other_loans_existing,used_car,5804.0,>1000DM,1_to_4yrs,4.0,male_single,None,2.0,real_estate,27.0,none,own,s22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,1.0,4.0
None,18.0,Delay_in_past,business,2169.0,<100DM,1_to_4yrs,4.0,male_married/widowed,None,2.0,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,-1.0,0.0,1.0,4.0
<0DM,24.0,Existing_loans_paid_till_now,radio/television,2439.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,real_estate,35.0,none,own,px1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,0.0,4.0
None,27.0,Critical_acct_other_loans_existing,furniture/equipment,4526.0,>1000DM,<1yr,4.0,male_single,None,2.0,real_estate,32.0,stores,own,22,unskilled_resident,2.0,Yes,yes,2.0,0.0,1.0,-1.0,3.0,0.0,4.0
None,10.0,Existing_loans_paid_till_now,furniture/equipment,2210.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,real_estate,25.0,bank,rent,l1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,-1.0,0.0,1.0,2.0
None,15.0,Existing_loans_paid_till_now,furniture/equipment,2221.0,500_to_1000DM,1_to_4yrs,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,20.0,none,rent,gu1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,1.0,2.0
<0DM,18.0,Existing_loans_paid_till_now,radio/television,2389.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,27.0,stores,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,0.0,4.0
None,12.0,Critical_acct_other_loans_existing,furniture/equipment,3331.0,<100DM,>7yrs,2.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,42.0,stores,own,ss1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,2.0
None,36.0,Existing_loans_paid_till_now,business,7409.0,Unknown_or_no_savings_acct,>7yrs,3.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,37.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,3.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,652.0,<100DM,>7yrs,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,24.0,none,rent,qv1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
None,36.0,Delay_in_past,furniture/equipment,7678.0,500_to_1000DM,4_to_7yrs,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,40.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,2.0,2.0
>200DM,6.0,Critical_acct_other_loans_existing,new_car,1343.0,<100DM,>7yrs,1.0,male_single,None,4.0,real_estate,46.0,none,own,n22,skilled_employee/official,2.0,No,no,2.0,0.0,0.0,2.0,0.0,3.0,1.0
<0DM,24.0,Critical_acct_other_loans_existing,business,1382.0,100_to_500DM,4_to_7yrs,4.0,male_single,None,1.0,real_estate,26.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,1.0,2.0,4.0
None,15.0,Existing_loans_paid_till_now,domestic_appliances,874.0,Unknown_or_no_savings_acct,<1yr,4.0,female_divorced/separated/married,None,1.0,real_estate,24.0,none,own,k1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,3590.0,<100DM,1_to_4yrs,2.0,male_single,co-applicant,2.0,building_society_savings_agreement/life_insurance,29.0,none,own,v1,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
0_to_200DM,11.0,Critical_acct_other_loans_existing,new_car,1322.0,>1000DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,40.0,none,own,w22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,3.0,1.0,4.0
<0DM,18.0,All_loans_paid_duly,radio/television,1940.0,<100DM,<1yr,3.0,male_single,co-applicant,4.0,unknown/no_property,36.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,0.0,3.0
None,36.0,Existing_loans_paid_till_now,radio/television,3595.0,<100DM,>7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,9.0,Existing_loans_paid_till_now,new_car,1422.0,<100DM,<1yr,3.0,male_single,None,2.0,unknown/no_property,27.0,none,for_free,m1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,0.0,3.0
None,30.0,Critical_acct_other_loans_existing,radio/television,6742.0,Unknown_or_no_savings_acct,4_to_7yrs,2.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,36.0,none,own,f22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,2.0
None,24.0,Existing_loans_paid_till_now,used_car,7814.0,<100DM,4_to_7yrs,3.0,male_single,None,3.0,car_or_other_nonsavings,38.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,3.0
None,24.0,Existing_loans_paid_till_now,used_car,9277.0,Unknown_or_no_savings_acct,1_to_4yrs,2.0,male_divorced/separated,None,4.0,unknown/no_property,48.0,none,for_free,x1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,2.0
0_to_200DM,30.0,Critical_acct_other_loans_existing,new_car,2181.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,real_estate,36.0,none,own,f22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,3.0,4.0
None,18.0,Critical_acct_other_loans_existing,radio/television,1098.0,<100DM,unemployed,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,65.0,none,own,22,unemployed/unskilled_nonresident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,-1.0,4.0
0_to_200DM,24.0,Existing_loans_paid_till_now,furniture/equipment,4057.0,<100DM,4_to_7yrs,3.0,male_divorced/separated,None,3.0,car_or_other_nonsavings,43.0,none,own,i1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,2.0,3.0
<0DM,12.0,Existing_loans_paid_till_now,education,795.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,53.0,none,own,pc1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,0.0,4.0
0_to_200DM,24.0,Critical_acct_other_loans_existing,business,2825.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,None,3.0,unknown/no_property,34.0,none,own,o22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,2.0,4.0
0_to_200DM,48.0,Existing_loans_paid_till_now,business,15672.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,23.0,none,own,pi1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,2.0
None,36.0,Critical_acct_other_loans_existing,new_car,6614.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,34.0,none,own,i22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
None,28.0,All_loans_paid_duly,used_car,7824.0,Unknown_or_no_savings_acct,<1yr,3.0,male_single,guarantor,4.0,real_estate,40.0,bank,rent,r22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,3.0
<0DM,27.0,Critical_acct_other_loans_existing,business,2442.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,43.0,stores,own,4444,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
None,15.0,Critical_acct_other_loans_existing,radio/television,1829.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,46.0,none,own,a22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,12.0,Critical_acct_other_loans_existing,new_car,2171.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,38.0,bank,own,r22,unskilled_resident,1.0,No,no,2.0,0.0,0.0,0.0,0.0,1.0,4.0
0_to_200DM,36.0,Critical_acct_other_loans_existing,used_car,5800.0,<100DM,1_to_4yrs,3.0,male_single,None,4.0,car_or_other_nonsavings,34.0,none,own,j22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,1.0,3.0
None,18.0,Critical_acct_other_loans_existing,radio/television,1169.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,29.0,none,own,n22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,4.0
None,36.0,Delay_in_past,used_car,8947.0,Unknown_or_no_savings_acct,4_to_7yrs,3.0,male_single,None,2.0,car_or_other_nonsavings,31.0,stores,own,1,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,3.0
<0DM,21.0,Existing_loans_paid_till_now,radio/television,2606.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,28.0,none,rent,b1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,0.0,4.0
None,12.0,Critical_acct_other_loans_existing,furniture/equipment,1592.0,>1000DM,4_to_7yrs,3.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,35.0,none,own,t1,skilled_employee/official,1.0,No,no,2.0,0.0,0.0,-1.0,3.0,2.0,3.0
None,15.0,Existing_loans_paid_till_now,furniture/equipment,2186.0,Unknown_or_no_savings_acct,4_to_7yrs,1.0,female_divorced/separated/married,None,4.0,real_estate,33.0,bank,rent,f1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,1.0
<0DM,18.0,Existing_loans_paid_till_now,furniture/equipment,4153.0,<100DM,1_to_4yrs,2.0,male_single,co-applicant,3.0,car_or_other_nonsavings,42.0,none,own,f1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,2.0
<0DM,16.0,Critical_acct_other_loans_existing,new_car,2625.0,<100DM,>7yrs,2.0,male_single,guarantor,4.0,building_society_savings_agreement/life_insurance,43.0,bank,rent,e1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,3.0,2.0
None,20.0,Critical_acct_other_loans_existing,new_car,3485.0,Unknown_or_no_savings_acct,<1yr,2.0,male_divorced/separated,None,4.0,real_estate,44.0,none,own,n22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,2.0
None,36.0,Critical_acct_other_loans_existing,used_car,10477.0,Unknown_or_no_savings_acct,>7yrs,2.0,male_single,None,4.0,unknown/no_property,42.0,none,for_free,n22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,2.0
None,15.0,Existing_loans_paid_till_now,radio/television,1386.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_married/widowed,None,2.0,real_estate,40.0,none,rent,n1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,4.0
None,24.0,Existing_loans_paid_till_now,radio/television,1278.0,<100DM,>7yrs,4.0,male_single,None,1.0,real_estate,36.0,none,own,k1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,radio/television,1107.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,real_estate,20.0,none,rent,1,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
<0DM,21.0,Existing_loans_paid_till_now,new_car,3763.0,Unknown_or_no_savings_acct,4_to_7yrs,2.0,male_single,co-applicant,2.0,real_estate,24.0,none,own,1,unskilled_resident,1.0,No,no,2.0,0.0,0.0,0.0,-1.0,2.0,2.0
0_to_200DM,36.0,Existing_loans_paid_till_now,education,3711.0,Unknown_or_no_savings_acct,1_to_4yrs,2.0,male_married/widowed,None,2.0,car_or_other_nonsavings,27.0,none,own,x1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,1.0,2.0
None,15.0,Delay_in_past,used_car,3594.0,<100DM,<1yr,1.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,46.0,none,own,22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,1.0
0_to_200DM,9.0,Existing_loans_paid_till_now,new_car,3195.0,Unknown_or_no_savings_acct,1_to_4yrs,1.0,female_divorced/separated/married,None,2.0,real_estate,33.0,none,own,dq1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,1.0,1.0
None,36.0,Delay_in_past,radio/television,4454.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,34.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
0_to_200DM,24.0,Critical_acct_other_loans_existing,furniture/equipment,4736.0,<100DM,<1yr,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,25.0,bank,own,ih1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,2.0
0_to_200DM,30.0,Existing_loans_paid_till_now,radio/television,2991.0,Unknown_or_no_savings_acct,>7yrs,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,25.0,none,own,qs1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,3.0,2.0
None,11.0,Existing_loans_paid_till_now,business,2142.0,>1000DM,>7yrs,1.0,male_divorced/separated,None,2.0,real_estate,28.0,none,own,yl1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,3.0,3.0,1.0
<0DM,24.0,All_loans_paid_duly,business,3161.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,31.0,none,rent,1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
0_to_200DM,48.0,No_loans_taken_or_all_paid,other,18424.0,<100DM,1_to_4yrs,1.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,32.0,bank,own,b1,management_self-employed_highly_qualified/officer,1.0,Yes,no,1.0,1.0,0.0,1.0,0.0,1.0,1.0
None,10.0,Existing_loans_paid_till_now,used_car,2848.0,100_to_500DM,1_to_4yrs,1.0,male_single,co-applicant,2.0,real_estate,32.0,none,own,hv1,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,-1.0,1.0,1.0,1.0
<0DM,6.0,Existing_loans_paid_till_now,new_car,14896.0,<100DM,>7yrs,1.0,male_single,None,4.0,unknown/no_property,68.0,bank,own,ro1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,3.0,1.0
<0DM,24.0,Existing_loans_paid_till_now,furniture/equipment,2359.0,100_to_500DM,unemployed,1.0,male_divorced/separated,None,1.0,building_society_savings_agreement/life_insurance,33.0,none,own,n1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,1.0,-1.0,1.0
<0DM,24.0,Existing_loans_paid_till_now,furniture/equipment,3345.0,<100DM,>7yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,39.0,none,rent,bv1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
None,18.0,Critical_acct_other_loans_existing,furniture/equipment,1817.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,2.0,unknown/no_property,28.0,none,own,x22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
None,48.0,Delay_in_past,radio/television,12749.0,500_to_1000DM,4_to_7yrs,4.0,male_single,None,1.0,car_or_other_nonsavings,37.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,2.0,4.0
<0DM,9.0,Existing_loans_paid_till_now,radio/television,1366.0,<100DM,<1yr,3.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,22.0,none,rent,af1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,0.0,3.0
0_to_200DM,12.0,Existing_loans_paid_till_now,new_car,2002.0,<100DM,4_to_7yrs,3.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,30.0,none,rent,1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,2.0,3.0
<0DM,24.0,All_loans_paid_duly,furniture/equipment,6872.0,<100DM,<1yr,2.0,male_divorced/separated,None,1.0,building_society_savings_agreement/life_insurance,55.0,bank,own,f1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,0.0,2.0
<0DM,12.0,All_loans_paid_duly,new_car,697.0,<100DM,<1yr,4.0,male_single,None,2.0,car_or_other_nonsavings,46.0,bank,own,k22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,0.0,4.0
<0DM,18.0,Critical_acct_other_loans_existing,furniture/equipment,1049.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,21.0,none,rent,q1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,0.0,4.0
<0DM,48.0,Existing_loans_paid_till_now,used_car,10297.0,<100DM,4_to_7yrs,4.0,male_single,None,4.0,unknown/no_property,39.0,stores,for_free,bs333,skilled_employee/official,2.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,2.0,4.0
None,30.0,Existing_loans_paid_till_now,radio/television,1867.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,58.0,none,own,v1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
<0DM,12.0,Delay_in_past,new_car,1344.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,real_estate,43.0,none,own,b22,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
<0DM,24.0,Existing_loans_paid_till_now,furniture/equipment,1747.0,<100DM,<1yr,4.0,male_single,co-applicant,1.0,building_society_savings_agreement/life_insurance,24.0,none,own,p1,unskilled_resident,1.0,No,no,2.0,0.0,0.0,0.0,0.0,0.0,4.0
0_to_200DM,9.0,Existing_loans_paid_till_now,radio/television,1670.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,22.0,none,own,e1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,0.0,4.0
None,9.0,Critical_acct_other_loans_existing,new_car,1224.0,<100DM,1_to_4yrs,3.0,male_single,None,1.0,real_estate,30.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,3.0
None,12.0,Critical_acct_other_loans_existing,radio/television,522.0,500_to_1000DM,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,42.0,none,own,q22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,3.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,radio/television,1498.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,23.0,bank,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
0_to_200DM,30.0,Delay_in_past,radio/television,1919.0,100_to_500DM,<1yr,4.0,male_single,None,3.0,unknown/no_property,30.0,stores,own,a22,management_self-employed_highly_qualified/officer,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,0.0,4.0
>200DM,9.0,Existing_loans_paid_till_now,radio/television,745.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,real_estate,28.0,none,own,1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,2.0,0.0,1.0,3.0
0_to_200DM,6.0,Existing_loans_paid_till_now,radio/television,2063.0,<100DM,<1yr,4.0,male_married/widowed,None,3.0,car_or_other_nonsavings,30.0,none,rent,r1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,0.0,4.0
0_to_200DM,60.0,Existing_loans_paid_till_now,education,6288.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,unknown/no_property,42.0,none,for_free,hg1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,1.0,4.0
None,24.0,Critical_acct_other_loans_existing,used_car,6842.0,Unknown_or_no_savings_acct,1_to_4yrs,2.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,46.0,none,own,j22,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,2.0
None,12.0,Existing_loans_paid_till_now,new_car,3527.0,Unknown_or_no_savings_acct,<1yr,2.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,45.0,none,own,i1,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,2.0
None,10.0,Existing_loans_paid_till_now,new_car,1546.0,<100DM,1_to_4yrs,3.0,male_single,None,2.0,real_estate,31.0,none,own,1,unskilled_resident,2.0,No,no,2.0,0.0,0.0,-1.0,0.0,1.0,3.0
None,24.0,Existing_loans_paid_till_now,furniture/equipment,929.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,31.0,stores,own,e1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,4.0
None,4.0,Critical_acct_other_loans_existing,new_car,1455.0,<100DM,4_to_7yrs,2.0,male_single,None,1.0,real_estate,42.0,none,own,vyc333,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,2.0
<0DM,15.0,Existing_loans_paid_till_now,furniture/equipment,1845.0,<100DM,<1yr,4.0,female_divorced/separated/married,guarantor,1.0,building_society_savings_agreement/life_insurance,46.0,none,rent,bc1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,0.0,4.0
0_to_200DM,48.0,No_loans_taken_or_all_paid,new_car,8358.0,500_to_1000DM,<1yr,1.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,30.0,none,own,ic22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,2.0,0.0,1.0
<0DM,24.0,All_loans_paid_duly,furniture/equipment,3349.0,500_to_1000DM,<1yr,4.0,male_single,None,4.0,unknown/no_property,30.0,none,for_free,1,skilled_employee/official,2.0,Yes,yes,1.0,1.0,1.0,0.0,2.0,0.0,4.0
None,12.0,Existing_loans_paid_till_now,new_car,2859.0,Unknown_or_no_savings_acct,unemployed,4.0,male_single,None,4.0,unknown/no_property,38.0,none,own,wd1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,-1.0,4.0
None,18.0,Existing_loans_paid_till_now,furniture/equipment,1533.0,<100DM,<1yr,4.0,male_married/widowed,co-applicant,1.0,building_society_savings_agreement/life_insurance,43.0,none,own,1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,-1.0,0.0,0.0,4.0
None,24.0,Existing_loans_paid_till_now,radio/television,3621.0,100_to_500DM,>7yrs,2.0,male_single,None,4.0,car_or_other_nonsavings,31.0,none,own,p22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,1.0,3.0,2.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,business,3590.0,<100DM,unemployed,3.0,male_married/widowed,None,3.0,car_or_other_nonsavings,40.0,none,own,h333,unemployed/unskilled_nonresident,2.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,3.0
<0DM,36.0,Delay_in_past,business,2145.0,<100DM,4_to_7yrs,2.0,male_single,None,1.0,car_or_other_nonsavings,24.0,none,own,22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,2.0,2.0
0_to_200DM,24.0,Existing_loans_paid_till_now,used_car,4113.0,500_to_1000DM,<1yr,3.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,28.0,none,rent,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,2.0,0.0,3.0
None,36.0,Existing_loans_paid_till_now,furniture/equipment,10974.0,<100DM,unemployed,4.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,26.0,none,own,hx22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,-1.0,0.0,-1.0,4.0
